case_id,age_group,scam_type,contact_method,source_platform,requires_user_action,payment_method,urgency_level,loss_bucket,transaction_amount,is_scam
6335,50-64,Job,Social Media,TikTok,1,Card,Low,10k-50k,21069.02,1
6336,50-64,E-commerce,Social Media,Facebook,1,Card,Low,100k+,145349.82,1
6337,50-64,Investment,Messaging,Telegram,1,Crypto,High,100k+,154088.58,1
6338,30-49,Phishing,Email,Email,0,Card,High,<2k,382.25,1
6339,20-29,Government Impersonation,Online Shopping Platform,Facebook Marketplace,1,Card,High,<2k,192.87,1
6340,30-49,E-commerce,Messaging,Telegram,1,Bank Transfer,Low,2k-5k,4857.68,1
6341,50-64,Phishing,Social Media,TikTok,0,Card,High,<2k,71.81,1
6342,30-49,Sexual Services,Social Media,TikTok,1,Bank Transfer,Medium,<2k,826.28,1
6343,65+,Investment,Messaging,Telegram,1,Bank Transfer,High,50k-100k,50195.0,1
6344,30-49,Phishing,Messaging,Telegram,0,Card,Low,<2k,585.46,1
6345,<20,Investment,Messaging,WhatsApp,1,Bank Transfer,Low,5k-10k,5336.77,1
6346,65+,Internet Love,Phone Call,Phone,1,Bank Transfer,Low,2k-5k,4235.41,1
6347,30-49,Phishing,Other Website,Website,0,Card,Medium,2k-5k,2330.74,1
6348,50-64,E-commerce,Phone Call,Phone,0,Bank Transfer,Low,<2k,1509.62,1
6349,30-49,Phishing,Social Media,Facebook,1,Card,Medium,<2k,152.27,1
6350,30-49,Fake Friend Call,Phone Call,Phone,1,Bank Transfer,Low,2k-5k,2645.94,1
6351,20-29,E-commerce,Messaging,WhatsApp,1,E-wallet,Medium,<2k,871.5,1
6352,30-49,Job,Messaging,Other Messaging,1,Crypto,Low,2k-5k,2722.49,1
6353,<20,E-commerce,Phone Call,Phone,1,E-wallet,Medium,<2k,84.75,1
6354,50-64,Investment,Online Shopping Platform,Other Shopping,1,Bank Transfer,Medium,50k-100k,76517.85,1
6355,30-49,Investment,Social Media,Facebook,1,Crypto,Low,<2k,298.9,1
6356,50-64,E-commerce,Phone Call,Phone,1,Card,Low,10k-50k,10384.81,1
6357,50-64,Others,Online Shopping Platform,Carousell,1,Bank Transfer,High,10k-50k,12477.08,1
6358,65+,Investment,Social Media,Facebook,1,Crypto,High,<2k,1404.84,1
6359,65+,Job,Social Media,Facebook,1,Bank Transfer,High,100k+,143022.52,1
6360,30-49,Phishing,Messaging,WhatsApp,1,Card,High,<2k,329.67,1
6361,50-64,Job,Messaging,WhatsApp,1,E-wallet,High,5k-10k,7895.83,1
6362,30-49,Investment,Messaging,Telegram,1,Bank Transfer,Medium,2k-5k,3884.21,1
6363,30-49,Phishing,Phone Call,Phone,1,Card,Medium,10k-50k,11773.92,1
6364,20-29,Phishing,Social Media,Facebook,1,Card,Low,<2k,351.27,1
6365,30-49,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,<2k,1329.95,1
6366,20-29,E-commerce,Messaging,WhatsApp,0,Bank Transfer,Low,<2k,387.57,1
6367,30-49,Investment,Other Website,Website,1,Crypto,High,<2k,150.92,1
6368,20-29,E-commerce,Online Shopping Platform,TikTok Shop,0,Bank Transfer,High,10k-50k,21919.06,1
6369,65+,Government Impersonation,Social Media,Facebook,1,Bank Transfer,Medium,2k-5k,3541.36,1
6370,30-49,Internet Love,Messaging,WhatsApp,1,Bank Transfer,Low,2k-5k,4587.65,1
6371,30-49,Phishing,Phone Call,Phone,0,Card,Low,<2k,1878.47,1
6372,30-49,Phishing,Social Media,TikTok,0,Card,Medium,2k-5k,2286.72,1
6373,30-49,E-commerce,Online Shopping Platform,Carousell,0,Card,Medium,<2k,362.06,1
6374,30-49,Investment,Phone Call,Phone,1,Crypto,Medium,2k-5k,3514.75,1
6375,30-49,Internet Love,Messaging,Telegram,1,Bank Transfer,High,<2k,1315.42,1
6376,30-49,Others,Other Website,Website,1,Bank Transfer,Medium,<2k,763.93,1
6377,20-29,Phishing,Messaging,WhatsApp,0,Bank Transfer,Medium,5k-10k,9054.71,1
6378,30-49,Phishing,Online Shopping Platform,Carousell,0,Card,High,<2k,91.32,1
6379,65+,Phishing,Messaging,Telegram,1,Card,Medium,2k-5k,2025.44,1
6380,<20,Others,Online Shopping Platform,Carousell,1,Bank Transfer,Medium,<2k,366.66,1
6381,30-49,Fake Friend Call,Phone Call,Phone,1,Bank Transfer,Low,<2k,723.25,1
6382,65+,Phishing,Online Shopping Platform,Carousell,1,Bank Transfer,Low,5k-10k,5287.57,1
6383,65+,E-commerce,Messaging,WhatsApp,1,E-wallet,Low,10k-50k,20440.99,1
6384,65+,Investment,Messaging,WhatsApp,1,Bank Transfer,Low,10k-50k,10384.04,1
6385,50-64,Insurance Services,Phone Call,Phone,1,Card,High,100k+,126271.54,1
6386,30-49,E-commerce,Phone Call,Phone,1,Bank Transfer,Medium,<2k,349.54,1
6387,65+,Job,Social Media,TikTok,1,Bank Transfer,High,2k-5k,2979.39,1
6388,20-29,E-commerce,Online Shopping Platform,Carousell,1,E-wallet,Medium,<2k,522.91,1
6389,20-29,Phishing,Dating App/Website,Dating Platform,1,Card,Medium,5k-10k,5871.23,1
6390,30-49,Phishing,Phone Call,Phone,1,Card,High,<2k,415.8,1
6391,30-49,Loan,Online Shopping Platform,Carousell,0,Bank Transfer,Medium,<2k,477.79,1
6392,30-49,Phishing,Online Shopping Platform,TikTok Shop,1,Card,Medium,2k-5k,4993.39,1
6393,50-64,Investment,Messaging,WhatsApp,1,Card,High,5k-10k,6947.31,1
6394,65+,Phishing,Phone Call,Phone,0,Bank Transfer,Medium,5k-10k,5174.89,1
6395,30-49,Government Impersonation,Phone Call,Phone,1,Card,Medium,<2k,1372.95,1
6396,65+,Phishing,Online Shopping Platform,Carousell,1,Bank Transfer,Medium,<2k,564.86,1
6397,20-29,Investment,Messaging,Telegram,1,Crypto,High,<2k,245.36,1
6398,<20,E-commerce,Messaging,Telegram,1,Bank Transfer,Low,<2k,72.87,1
6399,65+,Job,Other Website,Website,1,Crypto,Low,2k-5k,3151.92,1
6400,30-49,Investment,Messaging,Telegram,1,Crypto,Medium,<2k,1553.09,1
6401,50-64,Others,Social Media,Facebook,0,Bank Transfer,High,5k-10k,5688.99,1
6402,30-49,Phishing,Messaging,Telegram,0,Card,High,10k-50k,27135.12,1
6403,<20,Others,Social Media,Facebook,1,Card,Low,<2k,510.88,1
6404,50-64,Job,Social Media,TikTok,1,Crypto,Low,100k+,103951.4,1
6405,20-29,Job,Phone Call,Phone,1,Bank Transfer,High,<2k,444.94,1
6406,30-49,Phishing,Social Media,Facebook,0,Card,Medium,5k-10k,5227.67,1
6407,50-64,Government Impersonation,Messaging,WhatsApp,1,Bank Transfer,High,10k-50k,25115.67,1
6408,50-64,Investment,Messaging,Telegram,1,Crypto,High,<2k,253.85,1
6409,30-49,Insurance Services,Social Media,TikTok,1,Card,Medium,100k+,147483.62,1
6410,65+,Phishing,Dating App/Website,Dating Platform,1,Card,Medium,10k-50k,28657.73,1
6411,30-49,Internet Love,Phone Call,Phone,1,Cash/Valuables,Medium,<2k,1847.22,1
6412,20-29,E-commerce,Social Media,Facebook,0,Card,Low,<2k,50.0,1
6413,65+,Investment,Messaging,Telegram,1,Crypto,Medium,10k-50k,30407.7,1
6414,65+,Others,Phone Call,Phone,1,Bank Transfer,High,5k-10k,8256.48,1
6415,50-64,Investment,Online Shopping Platform,Carousell,1,Bank Transfer,Low,<2k,1057.02,1
6416,50-64,Phishing,Phone Call,Phone,0,Card,Medium,10k-50k,19278.79,1
6417,<20,E-commerce,Social Media,Facebook,1,Bank Transfer,Low,<2k,105.12,1
6418,50-64,Job,Messaging,WhatsApp,1,Bank Transfer,High,100k+,111618.12,1
6419,50-64,Investment,Messaging,Telegram,1,Bank Transfer,Medium,10k-50k,24167.78,1
6420,65+,Investment,Social Media,Facebook,1,Crypto,Low,50k-100k,80820.58,1
6421,30-49,Government Impersonation,SMS,SMS,1,Bank Transfer,High,5k-10k,8743.4,1
6422,20-29,Job,Messaging,Telegram,1,Bank Transfer,High,10k-50k,20096.07,1
6423,20-29,Job,Phone Call,Phone,0,Bank Transfer,High,<2k,700.4,1
6424,30-49,Phishing,Social Media,Other Social,0,Card,High,<2k,918.33,1
6425,50-64,Fake Friend Call,Messaging,WhatsApp,1,PayNow/Transfer,Medium,<2k,66.7,1
6426,20-29,E-commerce,Social Media,TikTok,0,Card,Medium,2k-5k,4441.6,1
6427,30-49,Phishing,Social Media,Facebook,0,Card,Medium,10k-50k,17923.27,1
6428,30-49,Job,Messaging,Telegram,1,Bank Transfer,Medium,2k-5k,2732.09,1
6429,30-49,E-commerce,Messaging,Telegram,0,Bank Transfer,Low,<2k,66.5,1
6430,50-64,Investment,Social Media,Facebook,1,Crypto,Medium,100k+,150034.43,1
6431,20-29,Phishing,Social Media,Instagram,0,Card,Medium,<2k,625.36,1
6432,20-29,E-commerce,Phone Call,Phone,1,Bank Transfer,Low,<2k,288.08,1
6433,20-29,Insurance Services,Other Website,Website,1,Card,High,<2k,1359.18,1
6434,50-64,Phishing,Phone Call,Phone,0,E-wallet,Medium,5k-10k,5046.09,1
6435,50-64,E-commerce,Social Media,Facebook,1,Bank Transfer,Low,<2k,1825.79,1
6436,50-64,Job,Social Media,Instagram,1,E-wallet,Low,2k-5k,2671.08,1
6437,20-29,Job,Messaging,Telegram,1,Bank Transfer,High,<2k,723.97,1
6438,50-64,Sexual Services,Social Media,Facebook,1,Bank Transfer,High,2k-5k,2328.03,1
6439,30-49,E-commerce,Online Shopping Platform,Carousell,1,Bank Transfer,Medium,<2k,554.13,1
6440,30-49,Phishing,Other Website,Website,0,Card,Medium,2k-5k,2785.22,1
6441,20-29,Investment,Messaging,Telegram,1,Card,Medium,<2k,651.82,1
6442,30-49,Phishing,Social Media,TikTok,0,Card,Low,<2k,226.92,1
6443,30-49,Job,Phone Call,Phone,1,Crypto,Medium,<2k,347.74,1
6444,30-49,Job,Messaging,WhatsApp,1,Crypto,Medium,5k-10k,5530.01,1
6445,30-49,E-commerce,Phone Call,Phone,1,Card,Medium,<2k,385.45,1
6446,65+,Others,Social Media,Facebook,1,Bank Transfer,Medium,<2k,1044.73,1
6447,50-64,Investment,Messaging,Telegram,1,Bank Transfer,High,10k-50k,25020.41,1
6448,20-29,Job,Social Media,Facebook,1,Bank Transfer,Medium,<2k,295.87,1
6449,30-49,Sexual Services,Social Media,Facebook,1,E-wallet,Low,<2k,555.17,1
6450,30-49,Phishing,Social Media,TikTok,1,Card,Low,10k-50k,11062.88,1
6451,20-29,Phishing,Social Media,Instagram,1,E-wallet,Low,<2k,376.91,1
6452,65+,Phishing,Dating App/Website,Dating Platform,0,Card,High,<2k,528.73,1
6453,65+,Job,Phone Call,Phone,1,E-wallet,Low,<2k,82.41,1
6454,65+,Others,Social Media,Instagram,1,Bank Transfer,Medium,<2k,388.34,1
6455,65+,Job,Social Media,TikTok,1,Bank Transfer,High,<2k,215.89,1
6456,30-49,E-commerce,Messaging,WhatsApp,1,Card,Low,<2k,110.28,1
6457,30-49,Job,Messaging,Telegram,1,Crypto,High,<2k,970.53,1
6458,30-49,Phishing,Social Media,Facebook,1,Card,Medium,<2k,663.29,1
6459,20-29,E-commerce,Streaming Service,Streaming Platform,1,Card,Low,10k-50k,10015.25,1
6460,30-49,Phishing,Messaging,WhatsApp,0,Bank Transfer,Medium,<2k,403.27,1
6461,50-64,Phishing,Email,Email,0,Bank Transfer,High,<2k,200.77,1
6462,50-64,Phishing,Online Shopping Platform,Carousell,1,Card,High,5k-10k,5963.12,1
6463,20-29,Others,Messaging,WhatsApp,1,Bank Transfer,Low,2k-5k,2031.69,1
6464,65+,Investment,Social Media,Other Social,1,Bank Transfer,Low,100k+,171185.24,1
6465,65+,Job,Social Media,Facebook,1,Crypto,Low,<2k,233.83,1
6466,30-49,Phishing,Social Media,Facebook,0,Card,Medium,<2k,180.2,1
6467,30-49,Investment,Social Media,Instagram,1,Bank Transfer,Low,2k-5k,3609.17,1
6468,30-49,Investment,Social Media,Facebook,1,Bank Transfer,High,<2k,1641.68,1
6469,30-49,Investment,Social Media,Facebook,1,Crypto,High,100k+,188185.62,1
6470,50-64,Others,Social Media,TikTok,1,Bank Transfer,Medium,<2k,346.29,1
6471,20-29,E-commerce,Phone Call,Phone,1,Card,Low,<2k,343.25,1
6472,65+,Others,Phone Call,Phone,1,Card,Low,5k-10k,5926.13,1
6473,30-49,Sexual Services,Dating App/Website,Dating Platform,1,E-wallet,Medium,2k-5k,3120.57,1
6474,20-29,Phishing,Other Website,Website,0,Card,Low,10k-50k,11961.83,1
6475,30-49,Phishing,Social Media,TikTok,1,E-wallet,Medium,10k-50k,44492.17,1
6476,50-64,Fake Friend Call,Phone Call,Phone,1,Bank Transfer,High,<2k,479.06,1
6477,<20,Phishing,Social Media,TikTok,1,Card,High,10k-50k,10821.27,1
6478,50-64,Phishing,Phone Call,Phone,0,Card,High,<2k,1937.22,1
6479,50-64,Phishing,Social Media,Facebook,0,Card,Low,<2k,580.21,1
6480,50-64,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,10k-50k,42868.14,1
6481,65+,E-commerce,Online Shopping Platform,Carousell,0,Card,Medium,2k-5k,2198.08,1
6482,<20,Job,Online Shopping Platform,Carousell,1,Bank Transfer,High,<2k,766.36,1
6483,30-49,Investment,Messaging,Telegram,1,Crypto,High,<2k,1575.08,1
6484,20-29,E-commerce,Online Shopping Platform,Carousell,0,E-wallet,Medium,10k-50k,12181.53,1
6485,65+,Investment,Social Media,Facebook,1,Bank Transfer,High,5k-10k,9749.82,1
6486,20-29,E-commerce,Phone Call,Phone,0,Bank Transfer,Low,<2k,115.93,1
6487,65+,Others,Social Media,Instagram,1,Bank Transfer,High,<2k,1089.39,1
6488,30-49,E-commerce,Online Shopping Platform,Carousell,0,Card,Medium,<2k,1158.76,1
6489,30-49,Phishing,Social Media,Facebook,1,Card,Medium,<2k,773.7,1
6490,20-29,Fake Friend Call,Social Media,Facebook,1,PayNow/Transfer,High,<2k,605.28,1
6491,20-29,Phishing,Social Media,Instagram,0,Bank Transfer,Medium,2k-5k,3578.04,1
6492,30-49,Job,Social Media,Facebook,0,Bank Transfer,High,<2k,202.28,1
6493,<20,E-commerce,Phone Call,Phone,1,Bank Transfer,High,2k-5k,2963.81,1
6494,50-64,Loan,Email,Email,1,Bank Transfer,Medium,50k-100k,83458.42,1
6495,30-49,Job,Social Media,Facebook,1,Bank Transfer,High,<2k,222.82,1
6496,50-64,E-commerce,Social Media,Other Social,1,Card,Low,<2k,50.0,1
6497,30-49,Investment,Phone Call,Phone,0,Bank Transfer,High,<2k,949.69,1
6498,20-29,Job,Social Media,Facebook,1,Bank Transfer,Low,2k-5k,2333.44,1
6499,50-64,Job,Social Media,TikTok,1,Bank Transfer,Medium,10k-50k,15464.94,1
6500,30-49,Phishing,Social Media,TikTok,1,Card,Low,50k-100k,57325.73,1
6501,20-29,Phishing,Social Media,Facebook,0,Bank Transfer,Medium,<2k,275.36,1
6502,65+,Investment,Messaging,WhatsApp,1,Crypto,Medium,100k+,235268.54,1
6503,50-64,Investment,Messaging,Telegram,1,Card,Medium,10k-50k,24801.29,1
6504,30-49,Phishing,Social Media,Instagram,0,E-wallet,High,<2k,651.48,1
6505,50-64,Investment,Social Media,TikTok,1,Crypto,High,<2k,604.61,1
6506,<20,E-commerce,Phone Call,Phone,1,Bank Transfer,Low,<2k,1417.76,1
6507,<20,E-commerce,Messaging,Telegram,1,Bank Transfer,Low,5k-10k,6113.96,1
6508,30-49,Job,Social Media,Facebook,0,Crypto,Medium,50k-100k,60703.4,1
6509,50-64,Phishing,Dating App/Website,Dating Platform,0,Bank Transfer,Low,<2k,324.0,1
6510,30-49,Phishing,Online Shopping Platform,Carousell,0,Card,Medium,<2k,294.12,1
6511,50-64,Phishing,Phone Call,Phone,1,Bank Transfer,Low,2k-5k,2883.3,1
6512,50-64,Government Impersonation,Online Shopping Platform,Carousell,1,Bank Transfer,Medium,100k+,176653.08,1
6513,65+,Phishing,Social Media,TikTok,0,Bank Transfer,Medium,5k-10k,5913.51,1
6514,20-29,E-commerce,Social Media,Facebook,0,E-wallet,High,<2k,152.72,1
6515,50-64,Job,Social Media,Facebook,0,Bank Transfer,High,2k-5k,3804.32,1
6516,30-49,E-commerce,Classified Ads,Classifieds,1,Bank Transfer,Medium,<2k,52.13,1
6517,30-49,Job,Social Media,Facebook,1,Crypto,High,5k-10k,6526.53,1
6518,50-64,Investment,Online Shopping Platform,Carousell,1,Card,Medium,<2k,245.0,1
6519,30-49,Government Impersonation,Messaging,WhatsApp,1,Card,High,<2k,1310.12,1
6520,30-49,Investment,Messaging,WhatsApp,1,Bank Transfer,Medium,50k-100k,75414.55,1
6521,<20,Phishing,Phone Call,Phone,0,Card,Medium,2k-5k,3603.73,1
6522,65+,Investment,Online Shopping Platform,Carousell,1,Bank Transfer,Medium,<2k,751.54,1
6523,50-64,Others,Social Media,Facebook,1,Bank Transfer,High,5k-10k,6031.24,1
6524,65+,Phishing,Phone Call,Phone,0,Card,Medium,2k-5k,2762.51,1
6525,50-64,Government Impersonation,Phone Call,Phone,0,Bank Transfer,High,10k-50k,44435.84,1
6526,30-49,Phishing,Social Media,TikTok,0,Card,Medium,<2k,451.83,1
6527,50-64,E-commerce,Online Shopping Platform,Carousell,1,Bank Transfer,Medium,<2k,797.88,1
6528,30-49,E-commerce,Messaging,Facebook Messenger,0,Bank Transfer,Low,<2k,588.0,1
6529,<20,E-commerce,Social Media,Facebook,1,Bank Transfer,Low,<2k,50.0,1
6530,30-49,Sexual Services,Social Media,Facebook,0,Bank Transfer,Medium,5k-10k,5820.32,1
6531,20-29,E-commerce,Online Shopping Platform,Carousell,1,Card,Low,10k-50k,10038.9,1
6532,50-64,Government Impersonation,Phone Call,Phone,1,Cash/Valuables,Medium,2k-5k,3114.44,1
6533,65+,Government Impersonation,Messaging,WhatsApp,1,Bank Transfer,High,10k-50k,28767.16,1
6534,30-49,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,50k-100k,73037.97,1
6535,30-49,Government Impersonation,Phone Call,Phone,1,Bank Transfer,Medium,100k+,445155.34,1
6536,50-64,Insurance Services,Social Media,Facebook,1,Bank Transfer,High,<2k,521.72,1
6537,50-64,Investment,Messaging,Telegram,1,Bank Transfer,Medium,10k-50k,20503.97,1
6538,65+,Phishing,Phone Call,Phone,1,Card,Medium,2k-5k,2073.59,1
6539,50-64,Phishing,Phone Call,Phone,1,Card,Medium,50k-100k,83200.08,1
6540,65+,Phishing,Social Media,Instagram,0,Card,Low,100k+,185675.32,1
6541,<20,E-commerce,Social Media,Facebook,0,Bank Transfer,Low,<2k,1854.41,1
6542,30-49,Loan,Messaging,WhatsApp,1,Card,Medium,<2k,355.98,1
6543,30-49,Phishing,Messaging,WhatsApp,0,Card,High,<2k,146.29,1
6544,20-29,Others,Other Website,Website,1,E-wallet,Medium,2k-5k,3564.6,1
6545,30-49,Investment,Social Media,Facebook,1,Card,Medium,100k+,143366.4,1
6546,30-49,Investment,Messaging,WhatsApp,1,Card,Medium,<2k,951.64,1
6547,30-49,E-commerce,Messaging,WhatsApp,1,Bank Transfer,Medium,<2k,283.33,1
6548,30-49,Phishing,Social Media,Instagram,0,Card,High,10k-50k,42681.86,1
6549,<20,Others,Phone Call,Phone,1,Bank Transfer,Medium,<2k,512.47,1
6550,50-64,Phishing,Social Media,TikTok,1,Card,Low,2k-5k,2098.59,1
6551,30-49,Phishing,Social Media,Facebook,0,Card,High,2k-5k,3330.13,1
6552,30-49,Fake Friend Call,SMS,SMS,1,Bank Transfer,Medium,<2k,890.38,1
6553,50-64,Loan,Online Shopping Platform,Carousell,0,E-wallet,Low,<2k,1700.99,1
6554,50-64,Job,Social Media,Facebook,1,Bank Transfer,High,<2k,1142.65,1
6555,50-64,Investment,Email,Email,1,Card,High,10k-50k,28830.94,1
6556,20-29,E-commerce,Messaging,Telegram,1,Card,Medium,<2k,522.55,1
6557,30-49,Job,Messaging,Telegram,1,Bank Transfer,High,<2k,198.5,1
6558,30-49,Job,Social Media,TikTok,1,Crypto,Medium,10k-50k,14581.56,1
6559,65+,Phishing,Social Media,Facebook,0,E-wallet,High,<2k,459.41,1
6560,30-49,Job,Messaging,WhatsApp,1,Bank Transfer,High,2k-5k,3119.39,1
6561,20-29,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,100k+,149634.35,1
6562,50-64,Phishing,Messaging,WhatsApp,0,Card,Medium,5k-10k,5892.01,1
6563,30-49,Others,Messaging,WhatsApp,0,Bank Transfer,Low,<2k,402.36,1
6564,50-64,Job,Messaging,WhatsApp,1,Bank Transfer,Medium,<2k,1046.4,1
6565,50-64,E-commerce,Online Shopping Platform,Carousell,0,E-wallet,Low,<2k,425.31,1
6566,30-49,Investment,Messaging,Telegram,1,Bank Transfer,High,<2k,195.14,1
6567,30-49,E-commerce,Phone Call,Phone,0,Card,Medium,<2k,115.07,1
6568,30-49,Fake Friend Call,Messaging,WhatsApp,1,PayNow/Transfer,High,<2k,373.58,1
6569,65+,Phishing,Social Media,Facebook,0,Card,Medium,10k-50k,34477.03,1
6570,20-29,E-commerce,Classified Ads,Classifieds,0,Card,Low,<2k,909.19,1
6571,50-64,Investment,Messaging,Telegram,1,Bank Transfer,Medium,100k+,631397.46,1
6572,20-29,E-commerce,Messaging,WhatsApp,1,Bank Transfer,Medium,<2k,478.38,1
6573,30-49,Investment,Messaging,WhatsApp,0,Crypto,Low,5k-10k,7756.19,1
6574,65+,Others,Social Media,Facebook,0,Bank Transfer,High,10k-50k,14396.17,1
6575,65+,Investment,Social Media,Facebook,1,Card,Medium,50k-100k,96095.27,1
6576,50-64,E-commerce,Online Shopping Platform,Carousell,1,Bank Transfer,Medium,2k-5k,3549.5,1
6577,30-49,Phishing,Messaging,WhatsApp,1,Card,High,100k+,135463.56,1
6578,65+,E-commerce,Social Media,Facebook,1,Bank Transfer,Medium,2k-5k,2289.94,1
6579,30-49,Internet Love,Messaging,Facebook Messenger,0,Bank Transfer,High,<2k,1156.72,1
6580,50-64,Investment,Social Media,TikTok,0,Crypto,High,50k-100k,96114.61,1
6581,30-49,E-commerce,Messaging,Telegram,1,Bank Transfer,Medium,10k-50k,11789.8,1
6582,30-49,Phishing,Messaging,WhatsApp,1,Card,Medium,10k-50k,14804.84,1
6583,30-49,Investment,Social Media,Facebook,1,Crypto,Medium,10k-50k,31950.33,1
6584,30-49,Investment,Social Media,Other Social,1,Bank Transfer,Medium,50k-100k,84491.96,1
6585,50-64,Phishing,SMS,SMS,0,Bank Transfer,Medium,5k-10k,9210.59,1
6586,30-49,Investment,Social Media,Facebook,1,Bank Transfer,Medium,10k-50k,20862.21,1
6587,50-64,Sexual Services,Messaging,WhatsApp,1,Bank Transfer,Low,<2k,119.45,1
6588,20-29,E-commerce,Messaging,WhatsApp,1,Card,Medium,2k-5k,4921.25,1
6589,30-49,Job,Social Media,Facebook,0,E-wallet,Medium,50k-100k,56466.99,1
6590,65+,Fake Friend Call,Online Shopping Platform,Carousell,0,Bank Transfer,High,<2k,574.23,1
6591,20-29,Job,Social Media,Instagram,1,Card,Medium,<2k,915.8,1
6592,65+,Phishing,Online Shopping Platform,Carousell,0,Card,Low,2k-5k,4989.18,1
6593,50-64,E-commerce,Social Media,Facebook,0,Card,Low,5k-10k,5126.01,1
6594,65+,Phishing,Phone Call,Phone,0,Bank Transfer,Medium,<2k,77.45,1
6595,30-49,E-commerce,Online Shopping Platform,Carousell,1,Card,Medium,<2k,1716.87,1
6596,<20,Government Impersonation,Phone Call,Phone,1,Bank Transfer,High,<2k,476.84,1
6597,30-49,E-commerce,Phone Call,Phone,0,E-wallet,Medium,<2k,166.38,1
6598,20-29,E-commerce,Social Media,Facebook,1,Card,Medium,<2k,155.04,1
6599,50-64,E-commerce,Online Shopping Platform,Facebook Marketplace,1,Card,Low,<2k,213.12,1
6600,30-49,Job,Messaging,Other Messaging,1,Bank Transfer,Low,10k-50k,30946.43,1
6601,30-49,Phishing,Social Media,Facebook,0,Card,High,<2k,654.02,1
6602,30-49,E-commerce,Social Media,TikTok,1,Card,Low,2k-5k,2178.58,1
6603,65+,Fake Friend Call,Phone Call,Phone,1,PayNow/Transfer,Low,<2k,803.82,1
6604,30-49,Phishing,Social Media,Facebook,1,Card,Medium,10k-50k,44691.36,1
6605,50-64,Phishing,Social Media,Facebook,1,Card,Low,10k-50k,47036.66,1
6606,20-29,E-commerce,Messaging,WhatsApp,1,Bank Transfer,Medium,5k-10k,9096.04,1
6607,20-29,Government Impersonation,Messaging,WhatsApp,1,Bank Transfer,High,10k-50k,31075.75,1
6608,20-29,E-commerce,Social Media,Facebook,1,Bank Transfer,Low,<2k,361.33,1
6609,20-29,Job,Messaging,Telegram,1,Bank Transfer,Low,5k-10k,5742.61,1
6610,65+,Investment,Social Media,Instagram,1,Crypto,Medium,<2k,1502.29,1
6611,20-29,Others,Social Media,TikTok,1,Bank Transfer,High,<2k,1343.33,1
6612,65+,Phishing,Email,Email,1,Card,Low,2k-5k,2860.89,1
6613,30-49,Others,Online Shopping Platform,Facebook Marketplace,0,Bank Transfer,Low,<2k,884.61,1
6614,50-64,Phishing,Online Shopping Platform,Carousell,0,Card,High,10k-50k,16693.78,1
6615,30-49,E-commerce,Social Media,Other Social,1,Card,Low,5k-10k,9292.07,1
6616,65+,Internet Love,Phone Call,Phone,1,Bank Transfer,Low,50k-100k,85500.64,1
